Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Discount_Flag,Has_Subscription,Purchase_Freq_Score,Discount_Reliance,Customer_Value_Index,Value_Band,Positive_Experience_Flag,Purchase_History_Band,EBL_raw,Loyalty_Score_1,SSL_raw,Loyalty_Score_2,Loyal_1,Loyal_2,Segment
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,31,Cash,Every 3 Months,1,1,3,1,111,Low,0,Established,0.4481428571428572,44.81,0.6199999999999999,62.75,0,1,Deal Seeker
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,26,Debit Card,Fortnightly,1,1,6,1,564,High,1,Established,0.5002857142857143,50.03,0.9359999999999999,94.74,0,1,Deal Seeker
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,20,Credit Card,Bi-Weekly,1,1,5,1,390,High,1,Established,0.3985714285714286,39.86,0.8720000000000001,88.26,0,1,Deal Seeker
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,24,Bank Transfer,Fortnightly,1,1,6,1,216,Mid,1,Established,0.4782857142857143,47.83,0.6719999999999999,68.02,0,1,Deal Seeker
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,45,Debit Card,Bi-Weekly,1,1,5,1,120,Low,0,Veteran,0.6735714285714286,67.36,0.552,55.87,1,0,Promo-Dependent
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,33,Debit Card,Monthly,1,1,4,1,336,High,0,Established,0.5058571428571429,50.59,0.752,76.11,0,1,Deal Seeker
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,21,Bank Transfer,Monthly,1,1,4,1,188,Mid,0,Established,0.3738571428571429,37.39,0.6839999999999999,69.23,0,1,Deal Seeker
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,2,Bank Transfer,Fortnightly,1,1,6,1,306,High,0,Emerging,0.23628571428571427,23.63,0.6120000000000001,61.94,0,1,Deal Seeker
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,28,Cash,Weekly,1,1,7,1,588,High,0,Established,0.558,55.8,0.752,76.11,1,1,Promo-Dependent
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,18,Venmo,Quarterly,1,1,3,1,72,Low,0,Established,0.30514285714285716,30.51,0.512,51.82,0,0,Deal Seeker
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,21,Debit Card,Fortnightly,1,1,6,1,582,High,1,Established,0.4452857142857143,44.53,0.972,98.38,0,1,Deal Seeker
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,24,Credit Card,Monthly,1,1,4,1,356,High,1,Established,0.40685714285714286,40.69,0.94,95.14,0,1,Deal Seeker
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,15,PayPal,Every 3 Months,1,1,3,1,132,Low,0,Emerging,0.27214285714285713,27.21,0.5840000000000001,59.11,0,0,Deal Seeker
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,38,PayPal,Every 3 Months,1,1,3,1,105,Low,1,Veteran,0.5251428571428571,52.51,0.7,70.85,0,1,Deal Seeker
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,38,PayPal,Bi-Weekly,1,1,5,1,455,High,0,Veteran,0.5965714285714286,59.66,0.8200000000000001,83.0,1,1,Promo-Dependent
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,13,Venmo,Fortnightly,1,1,6,1,378,High,1,Emerging,0.3572857142857143,35.73,0.756,76.52,0,1,Deal Seeker
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,39,Cash,Bi-Weekly,1,1,5,1,485,High,1,Veteran,0.6075714285714287,60.76,0.972,98.38,1,1,Promo-Dependent
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,8,Venmo,Every 3 Months,1,1,3,1,114,Low,1,Emerging,0.19514285714285715,19.51,0.68,68.83,0,1,Deal Seeker
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,4,PayPal,Quarterly,1,1,3,1,72,Low,0,Emerging,0.15114285714285713,15.11,0.52,52.63,0,0,Deal Seeker
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,6,Cash,Every 3 Months,1,1,3,1,96,Low,1,Emerging,0.17314285714285715,17.31,0.6400000000000001,64.78,0,1,Deal Seeker
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,11,Venmo,Every 3 Months,1,1,3,1,270,Mid,1,Emerging,0.22814285714285715,22.81,0.9520000000000002,96.36,0,1,Deal Seeker
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,49,Venmo,Monthly,1,1,4,1,144,Low,0,Veteran,0.6818571428571429,68.19,0.6159999999999999,62.35,1,1,Promo-Dependent
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,30,PayPal,Quarterly,1,1,3,1,111,Low,1,Established,0.43714285714285717,43.71,0.6759999999999999,68.42,0,1,Deal Seeker
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,34,Bank Transfer,Monthly,1,1,4,1,204,Mid,0,Veteran,0.5168571428571429,51.69,0.636,64.37,0,1,Deal Seeker
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,28,PayPal,Monthly,1,1,4,1,284,Mid,0,Established,0.4508571428571429,45.09,0.732,74.09,0,1,Deal Seeker
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,36,Venmo,Quarterly,1,1,3,1,150,Low,0,Veteran,0.5031428571428571,50.31,0.688,69.64,0,1,Deal Seeker
955,60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,18,Credit Card,Every 3 Months,1,1,3,1,222,Mid,0,Established,0.30514285714285716,30.51,0.776,78.54,0,1,Deal Seeker
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,4,PayPal,Monthly,1,1,4,1,300,High,0,Emerging,0.18685714285714286,18.69,0.772,78.14,0,1,Deal Seeker
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,42,Debit Card,Quarterly,1,1,3,1,297,High,0,Veteran,0.5691428571428572,56.91,0.8280000000000001,83.81,1,1,Promo-Dependent
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,11,Cash,Quarterly,1,1,3,1,69,Low,1,Emerging,0.22814285714285715,22.81,0.6680000000000001,67.61,0,1,Deal Seeker
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,31,Credit Card,Bi-Weekly,1,1,5,1,265,Mid,1,Established,0.5195714285714286,51.96,0.764,77.33,0,1,Deal Seeker
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,12,Cash,Fortnightly,1,1,6,1,594,High,0,Emerging,0.3462857142857143,34.63,0.804,81.38,0,1,Deal Seeker
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,20,Venmo,Quarterly,1,1,3,1,144,Low,1,Established,0.3271428571428572,32.71,0.744,75.3,0,1,Deal Seeker
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,1,1,3,1,216,Mid,0,Veteran,0.5141428571428571,51.41,0.784,79.35,0,1,Deal Seeker
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,26,Debit Card,Fortnightly,1,1,6,1,384,High,1,Established,0.5002857142857143,50.03,0.808,81.78,0,1,Deal Seeker
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,14,Credit Card,Weekly,1,1,7,1,441,High,0,Emerging,0.404,40.4,0.652,65.99,0,1,Deal Seeker
965,42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,12,Venmo,Bi-Weekly,1,1,5,1,255,Mid,0,Emerging,0.3105714285714286,31.06,0.6120000000000001,61.94,0,1,Deal Seeker
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,10,Credit Card,Annually,1,1,1,1,55,Low,1,Emerging,0.14571428571428574,14.57,0.8200000000000001,83.0,0,1,Deal Seeker
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,19,Cash,Annually,1,1,1,1,55,Low,1,Established,0.24471428571428572,24.47,0.812,82.19,0,1,Deal Seeker
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,4,Cash,Weekly,1,1,7,1,182,Mid,0,Emerging,0.294,29.4,0.6000000000000001,60.73,0,1,Deal Seeker
969,57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,48,Bank Transfer,Quarterly,1,1,3,1,201,Mid,0,Veteran,0.6351428571428571,63.51,0.716,72.47,1,1,Promo-Dependent
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,37,PayPal,Monthly,1,1,4,1,124,Low,0,Veteran,0.5498571428571428,54.99,0.5800000000000001,58.7,1,0,Promo-Dependent
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,4,Cash,Monthly,1,1,4,1,264,Mid,1,Emerging,0.18685714285714286,18.69,0.8160000000000001,82.59,0,1,Deal Seeker
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,15,Credit Card,Weekly,1,1,7,1,469,High,1,Emerging,0.41500000000000004,41.5,0.812,82.19,0,1,Deal Seeker
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,33,Credit Card,Weekly,1,1,7,1,427,High,0,Established,0.613,61.3,0.6839999999999999,69.23,1,1,Promo-Dependent
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,30,Bank Transfer,Quarterly,1,1,3,1,225,Mid,0,Established,0.43714285714285717,43.71,0.78,78.95,0,1,Deal Seeker
975,69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,23,Bank Transfer,Monthly,1,1,4,1,360,High,0,Established,0.3958571428571429,39.59,0.8480000000000001,85.83,0,1,Deal Seeker
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,2,Bank Transfer,Weekly,1,1,7,1,280,Mid,1,Emerging,0.272,27.2,0.6640000000000001,67.21,0,1,Deal Seeker
977,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,50,Credit Card,Every 3 Months,1,1,3,1,270,Mid,0,Veteran,0.6571428571428571,65.71,0.8480000000000001,85.83,1,1,Promo-Dependent
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Express,Yes,34,Cash,Bi-Weekly,1,1,5,1,100,Low,1,Veteran,0.5525714285714286,55.26,0.648,65.59,1,1,Promo-Dependent
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,33,Credit Card,Weekly,1,1,7,1,280,Mid,0,Established,0.613,61.3,0.56,56.68,1,0,Promo-Dependent
980,64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,34,Debit Card,Monthly,1,1,4,1,132,Low,0,Veteran,0.5168571428571429,51.69,0.612,61.94,0,1,Deal Seeker
981,56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,39,PayPal,Every 3 Months,1,1,3,1,294,High,1,Veteran,0.5361428571428571,53.61,0.9120000000000001,92.31,0,1,Deal Seeker
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,47,Credit Card,Quarterly,1,1,3,1,126,Low,0,Veteran,0.6241428571428571,62.41,0.6479999999999999,65.59,1,1,Promo-Dependent
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,37,PayPal,Monthly,1,1,4,1,248,Mid,0,Veteran,0.5498571428571428,54.99,0.704,71.26,1,1,Promo-Dependent
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,40,Venmo,Bi-Weekly,1,1,5,1,225,Mid,0,Veteran,0.6185714285714287,61.86,0.6599999999999999,66.8,1,1,Promo-Dependent
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,8,Credit Card,Bi-Weekly,1,1,5,1,390,High,0,Emerging,0.26657142857142857,26.66,0.784,79.35,0,1,Deal Seeker
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,12,Bank Transfer,Annually,1,1,1,1,80,Low,1,Emerging,0.1677142857142857,16.77,0.9200000000000002,93.12,0,1,Deal Seeker
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,36,Bank Transfer,Monthly,1,1,4,1,384,High,1,Veteran,0.5388571428571429,53.89,0.944,95.55,1,1,Promo-Dependent
988,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,48,PayPal,Weekly,1,1,7,1,329,High,0,Veteran,0.778,77.8,0.612,61.94,1,1,Promo-Dependent
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,47,PayPal,Fortnightly,1,1,6,1,504,High,1,Veteran,0.7312857142857143,73.13,0.9280000000000002,93.93,1,1,Promo-Dependent
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,2,Bank Transfer,Monthly,1,1,4,1,124,Low,0,Emerging,0.16485714285714284,16.49,0.5720000000000001,57.89,0,0,Deal Seeker
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,24,Cash,Weekly,1,1,7,1,441,High,1,Established,0.514,51.4,0.8360000000000001,84.62,0,1,Deal Seeker
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,40,Bank Transfer,Bi-Weekly,1,1,5,1,485,High,0,Veteran,0.6185714285714287,61.86,0.804,81.38,1,1,Promo-Dependent
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,50,Debit Card,Weekly,1,1,7,1,693,High,1,Veteran,0.8,80.0,0.964,97.57,1,1,Promo-Dependent
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,25,Cash,Weekly,1,1,7,1,630,High,1,Established,0.525,52.5,0.9120000000000001,92.31,0,1,Deal Seeker
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,Express,Yes,20,Debit Card,Monthly,1,1,4,1,272,Mid,0,Established,0.3628571428571429,36.29,0.728,73.68,0,1,Deal Seeker
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,10,Venmo,Weekly,1,1,7,1,560,High,0,Emerging,0.36,36.0,0.76,76.92,0,1,Deal Seeker
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,32,Bank Transfer,Quarterly,1,1,3,1,273,Mid,1,Established,0.4591428571428572,45.91,0.9560000000000002,96.76,0,1,Deal Seeker
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,31,Cash,Fortnightly,1,1,6,1,180,Mid,0,Established,0.5552857142857143,55.53,0.608,61.54,1,1,Promo-Dependent
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,48,Bank Transfer,Bi-Weekly,1,1,5,1,450,High,1,Veteran,0.7065714285714286,70.66,0.8640000000000001,87.45,1,1,Promo-Dependent
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,23,Debit Card,Monthly,1,1,4,1,112,Low,0,Established,0.3958571428571429,39.59,0.544,55.06,0,0,Deal Seeker
1001,43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,1,Bank Transfer,Bi-Weekly,1,1,5,1,230,Mid,1,Emerging,0.18957142857142859,18.96,0.6960000000000002,70.45,0,1,Deal Seeker
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,4,Debit Card,Fortnightly,1,1,6,1,360,High,0,Emerging,0.2582857142857143,25.83,0.728,73.68,0,1,Deal Seeker
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,3,Bank Transfer,Bi-Weekly,1,1,5,1,295,High,0,Emerging,0.21157142857142858,21.16,0.716,72.47,0,1,Deal Seeker
1004,56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,3,Cash,Bi-Weekly,1,1,5,1,340,High,1,Emerging,0.21157142857142858,21.16,0.792,80.16,0,1,Deal Seeker
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,44,Cash,Annually,1,1,1,1,79,Low,1,Veteran,0.5197142857142858,51.97,0.9000000000000001,91.09,0,1,Deal Seeker
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,5,Debit Card,Bi-Weekly,1,1,5,1,470,High,1,Emerging,0.2335714285714286,23.36,0.8880000000000001,89.88,0,1,Deal Seeker
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,50,Venmo,Quarterly,1,1,3,1,249,Mid,1,Veteran,0.6571428571428571,65.71,0.8920000000000001,90.28,1,1,Promo-Dependent
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,2,Credit Card,Annually,1,1,1,1,62,Low,1,Emerging,0.05771428571428572,5.77,0.8320000000000001,84.21,0,1,Deal Seeker
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,29,PayPal,Annually,1,1,1,1,85,Low,0,Established,0.3547142857142857,35.47,0.748,75.71,0,1,Deal Seeker
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,11,Venmo,Annually,1,1,1,1,30,Low,0,Emerging,0.15671428571428572,15.67,0.5680000000000001,57.49,0,0,Deal Seeker
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,37,Credit Card,Fortnightly,1,1,6,1,144,Low,1,Veteran,0.6212857142857143,62.13,0.6720000000000002,68.02,1,1,Promo-Dependent
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,32,Debit Card,Fortnightly,1,1,6,1,150,Low,0,Established,0.5662857142857143,56.63,0.532,53.85,1,0,Promo-Dependent
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,27,Credit Card,Annually,1,1,1,1,37,Low,1,Established,0.33271428571428574,33.27,0.6520000000000001,65.99,0,1,Deal Seeker
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,31,Venmo,Bi-Weekly,1,1,5,1,345,High,1,Established,0.5195714285714286,51.96,0.78,78.95,0,1,Deal Seeker
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,36,Debit Card,Fortnightly,1,1,6,1,582,High,0,Veteran,0.6102857142857143,61.03,0.8280000000000001,83.81,1,1,Promo-Dependent
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,34,Cash,Weekly,1,1,7,1,168,Mid,1,Veteran,0.6240000000000001,62.4,0.6240000000000001,63.16,1,1,Promo-Dependent
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,15,Bank Transfer,Every 3 Months,1,1,3,1,90,Low,0,Emerging,0.27214285714285713,27.21,0.592,59.92,0,1,Deal Seeker
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,14,Credit Card,Annually,1,1,1,1,53,Low,0,Emerging,0.18971428571428572,18.97,0.6120000000000001,61.94,0,1,Deal Seeker
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,46,Cash,Weekly,1,1,7,1,490,High,1,Veteran,0.7560000000000001,75.6,0.8720000000000001,88.26,1,1,Promo-Dependent
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,33,Venmo,Bi-Weekly,1,1,5,1,380,High,0,Established,0.5415714285714286,54.16,0.728,73.68,1,1,Promo-Dependent
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,41,Debit Card,Annually,1,1,1,1,95,Low,1,Veteran,0.4867142857142857,48.67,0.94,95.14,0,1,Deal Seeker
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,39,PayPal,Weekly,1,1,7,1,357,High,1,Veteran,0.679,67.9,0.796,80.57,1,1,Promo-Dependent
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,7,Cash,Annually,1,1,1,1,41,Low,1,Emerging,0.11271428571428573,11.27,0.756,76.52,0,1,Deal Seeker
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,Every 3 Months,1,1,3,1,213,Mid,0,Established,0.42614285714285716,42.61,0.764,77.33,0,1,Deal Seeker
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,18,Venmo,Quarterly,1,1,3,1,198,Mid,0,Established,0.30514285714285716,30.51,0.744,75.3,0,1,Deal Seeker
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,15,Credit Card,Annually,1,1,1,1,84,Low,1,Emerging,0.20071428571428573,20.07,0.9280000000000002,93.93,0,1,Deal Seeker
1027,49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,39,PayPal,Bi-Weekly,1,1,5,1,475,High,0,Veteran,0.6075714285714287,60.76,0.8200000000000001,83.0,1,1,Promo-Dependent
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,11,Cash,Monthly,1,1,4,1,360,High,0,Emerging,0.26385714285714285,26.39,0.784,79.35,0,1,Deal Seeker
1029,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,4,Cash,Fortnightly,1,1,6,1,216,Mid,0,Emerging,0.2582857142857143,25.83,0.6399999999999999,64.78,0,1,Deal Seeker
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,33,Venmo,Bi-Weekly,1,1,5,1,110,Low,0,Established,0.5415714285714286,54.16,0.5760000000000001,58.3,1,0,Promo-Dependent
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,1,1,3,1,267,Mid,0,Veteran,0.5141428571428571,51.41,0.8200000000000001,83.0,0,1,Deal Seeker
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,32,Cash,Quarterly,1,1,3,1,150,Low,0,Established,0.4591428571428572,45.91,0.6719999999999999,68.02,0,1,Deal Seeker
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,44,Credit Card,Quarterly,1,1,3,1,108,Low,1,Veteran,0.5911428571428572,59.11,0.6640000000000001,67.21,1,1,Promo-Dependent
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Quarterly,1,1,3,1,156,Mid,1,Veteran,0.5581428571428572,55.81,0.776,78.54,1,1,Promo-Dependent
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,44,Bank Transfer,Weekly,1,1,7,1,203,Mid,1,Veteran,0.734,73.4,0.6520000000000001,65.99,1,1,Promo-Dependent
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,32,Venmo,Annually,1,1,1,1,89,Low,0,Established,0.38771428571428573,38.77,0.78,78.95,0,1,Deal Seeker
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,13,Bank Transfer,Monthly,1,1,4,1,188,Mid,0,Emerging,0.28585714285714287,28.59,0.6839999999999999,69.23,0,1,Deal Seeker
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,48,Debit Card,Quarterly,1,1,3,1,75,Low,0,Veteran,0.6351428571428571,63.51,0.5720000000000001,57.89,1,0,Promo-Dependent
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,3,Bank Transfer,Weekly,1,1,7,1,518,High,0,Emerging,0.28300000000000003,28.3,0.736,74.49,0,1,Deal Seeker
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,39,Venmo,Monthly,1,1,4,1,184,Mid,1,Veteran,0.5718571428571428,57.19,0.768,77.73,1,1,Promo-Dependent
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,7,Cash,Fortnightly,1,1,6,1,132,Low,1,Emerging,0.29128571428571426,29.13,0.6080000000000001,61.54,0,1,Deal Seeker
